gps_time,x,y,z,ve(m/3),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2020-10-13-16-04-45-190,-1565.842613,-2585.365827,15.982882,2.599562,-2.589041,0.013177,0.008837,-0.002839,2.339729
2020-10-13-16-04-45-200,-1565.816586,-2585.391723,15.983086,2.599098,-2.587033,0.018386,0.007975,-0.002635,2.339678
2020-10-13-16-04-45-210,-1565.790565,-2585.417612,15.983199,2.599620,-2.586548,0.012026,0.007495,-0.002525,2.339603
2020-10-13-16-04-45-220,-1565.764557,-2585.443511,15.983230,2.598691,-2.587669,0.002308,0.007411,-0.002433,2.339529
2020-10-13-16-04-45-230,-1565.738564,-2585.469409,15.983213,2.597173,-2.588318,-0.004684,0.007781,-0.002386,2.339469
2020-10-13-16-04-45-240,-1565.712558,-2585.495280,15.983310,2.596305,-2.585321,0.004911,0.008466,-0.002409,2.339417
2020-10-13-16-04-45-250,-1565.686549,-2585.521142,15.983455,2.597412,-2.583106,0.015193,0.008432,-0.002317,2.339348
2020-10-13-16-04-45-259,-1565.660538,-2585.546994,15.983623,2.598240,-2.582101,0.019527,0.007853,-0.002183,2.339277
2020-10-13-16-04-45-269,-1565.634555,-2585.572838,15.983714,2.597235,-2.582548,0.013292,0.007156,-0.002054,2.339214
2020-10-13-16-04-45-279,-1565.608572,-2585.598703,15.983661,2.594891,-2.583442,-0.002998,0.007387,-0.002044,2.339160
2020-10-13-16-04-45-289,-1565.582606,-2585.624535,15.983652,2.594862,-2.582609,-0.004533,0.008016,-0.002083,2.339087
2020-10-13-16-04-45-299,-1565.556615,-2585.650378,15.983753,2.595260,-2.581174,0.006445,0.008558,-0.002129,2.339011
2020-10-13-16-04-45-309,-1565.530644,-2585.676180,15.983993,2.594788,-2.578513,0.022799,0.008377,-0.002077,2.338950
2020-10-13-16-04-45-319,-1565.504693,-2585.701986,15.984137,2.591996,-2.577888,0.017092,0.006991,-0.001857,2.338905
2020-10-13-16-04-45-329,-1565.478748,-2585.727801,15.984193,2.591630,-2.579480,0.005374,0.006771,-0.001801,2.338830
2020-10-13-16-04-45-339,-1565.452804,-2585.753608,15.984193,2.592971,-2.580601,-0.002980,0.007221,-0.001813,2.338750
2020-10-13-16-04-45-349,-1565.426838,-2585.779435,15.984235,2.593399,-2.580492,-0.001100,0.007915,-0.001888,2.338689
2020-10-13-16-04-45-359,-1565.400895,-2585.805209,15.984461,2.590868,-2.575885,0.016983,0.007806,-0.001880,2.338639
2020-10-13-16-04-45-369,-1565.374959,-2585.830983,15.984646,2.590612,-2.574667,0.021276,0.007249,-0.001744,2.338579
2020-10-13-16-04-45-380,-1565.349019,-2585.856751,15.984766,2.591903,-2.574881,0.015090,0.006656,-0.001653,2.338513
2020-10-13-16-04-45-390,-1565.323087,-2585.882552,15.984785,2.591111,-2.577321,0.003531,0.006509,-0.001603,2.338469
2020-10-13-16-04-45-400,-1565.297153,-2585.908318,15.984826,2.589410,-2.574288,0.002191,0.007517,-0.001684,2.338412
2020-10-13-16-04-45-410,-1565.271240,-2585.934055,15.984947,2.588979,-2.571709,0.010759,0.007762,-0.001670,2.338342
2020-10-13-16-04-45-420,-1565.245317,-2585.959782,15.985130,2.589739,-2.570165,0.019221,0.007537,-0.001559,2.338272
2020-10-13-16-04-45-430,-1565.219379,-2585.985515,15.985300,2.590710,-2.569827,0.020242,0.006857,-0.001389,2.338231
2020-10-13-16-04-45-440,-1565.193466,-2586.011270,15.985307,2.588752,-2.572617,0.004390,0.006645,-0.001295,2.338202
2020-10-13-16-04-45-450,-1565.167569,-2586.036992,15.985345,2.587422,-2.571128,0.000912,0.007112,-0.001263,2.338154
2020-10-13-16-04-45-460,-1565.141666,-2586.062706,15.985438,2.587391,-2.569450,0.006071,0.007679,-0.001219,2.338096
2020-10-13-16-04-45-470,-1565.115766,-2586.088395,15.985652,2.587775,-2.567285,0.018956,0.007827,-0.001129,2.338039
2020-10-13-16-04-45-480,-1565.089857,-2586.114098,15.985877,2.586876,-2.566881,0.022397,0.006810,-0.000863,2.337984
2020-10-13-16-04-45-490,-1565.063984,-2586.139785,15.986017,2.585497,-2.567302,0.015041,0.006454,-0.000692,2.337936
2020-10-13-16-04-45-500,-1565.038104,-2586.165482,15.986086,2.584721,-2.567351,0.006049,0.006552,-0.000569,2.337894
2020-10-13-16-04-45-509,-1565.012238,-2586.191164,15.986134,2.585028,-2.567578,0.001665,0.007069,-0.000470,2.337837
2020-10-13-16-04-45-519,-1564.986365,-2586.216846,15.986343,2.583925,-2.566264,0.015892,0.007514,-0.000442,2.337760
2020-10-13-16-04-45-529,-1564.960498,-2586.242535,15.986563,2.583050,-2.565837,0.023857,0.007303,-0.000248,2.337701
2020-10-13-16-04-45-539,-1564.934645,-2586.268201,15.986775,2.583138,-2.565108,0.024369,0.006732,-0.000028,2.337655
2020-10-13-16-04-45-549,-1564.908802,-2586.293870,15.986891,2.582455,-2.565273,0.015222,0.006278,0.000127,2.337595
2020-10-13-16-04-45-559,-1564.882976,-2586.319550,15.986938,2.579588,-2.565928,0.005559,0.007001,0.000127,2.337523
2020-10-13-16-04-45-569,-1564.857163,-2586.345221,15.987055,2.577905,-2.564883,0.009334,0.007478,0.000168,2.337452
2020-10-13-16-04-45-579,-1564.831364,-2586.370858,15.987244,2.577552,-2.562644,0.017738,0.007620,0.000256,2.337384
2020-10-13-16-04-45-589,-1564.805564,-2586.396500,15.987481,2.576969,-2.561538,0.024744,0.007302,0.000389,2.337316
2020-10-13-16-04-45-599,-1564.779760,-2586.422145,15.987625,2.576607,-2.561891,0.016680,0.006746,0.000545,2.337250
2020-10-13-16-04-45-609,-1564.753988,-2586.447780,15.987733,2.574679,-2.561573,0.009703,0.006785,0.000577,2.337180
2020-10-13-16-04-45-619,-1564.728242,-2586.473398,15.987830,2.572951,-2.561012,0.007069,0.007251,0.000587,2.337105
2020-10-13-16-04-45-630,-1564.702482,-2586.499005,15.987987,2.573069,-2.559273,0.012216,0.007782,0.000590,2.337049
2020-10-13-16-04-45-640,-1564.676715,-2586.524605,15.988260,2.572664,-2.557611,0.024182,0.007518,0.000640,2.336987
2020-10-13-16-04-45-650,-1564.650967,-2586.550192,15.988485,2.572132,-2.556212,0.024704,0.007191,0.000727,2.336927
2020-10-13-16-04-45-660,-1564.625238,-2586.575764,15.988669,2.570847,-2.555099,0.020007,0.006995,0.000736,2.336865
2020-10-13-16-04-45-670,-1564.599517,-2586.601338,15.988808,2.569416,-2.554758,0.014168,0.007175,0.000728,2.336792
2020-10-13-16-04-45-680,-1564.573792,-2586.626902,15.989012,2.569021,-2.554142,0.018148,0.007769,0.000672,2.336729
2020-10-13-16-04-45-690,-1564.548085,-2586.652453,15.989233,2.568905,-2.553593,0.022284,0.007877,0.000671,2.336666
2020-10-13-16-04-45-700,-1564.522377,-2586.678002,15.989478,2.569064,-2.553459,0.025425,0.007706,0.000725,2.336614
2020-10-13-16-04-45-710,-1564.496658,-2586.703541,15.989688,2.569494,-2.552011,0.022975,0.007430,0.000754,2.336565
2020-10-13-16-04-45-720,-1564.470951,-2586.729076,15.989806,2.567787,-2.551438,0.013444,0.007576,0.000729,2.336500
2020-10-13-16-04-45-730,-1564.445267,-2586.754601,15.989945,2.566308,-2.550843,0.011905,0.007941,0.000687,2.336451
2020-10-13-16-04-45-740,-1564.419589,-2586.780114,15.990114,2.565284,-2.549463,0.014927,0.008302,0.000670,2.336405
2020-10-13-16-04-45-750,-1564.393909,-2586.805603,15.990346,2.565553,-2.547267,0.021838,0.008431,0.000695,2.336354
2020-10-13-16-04-45-759,-1564.368220,-2586.831080,15.990563,2.565390,-2.545488,0.021456,0.007969,0.000796,2.336303
2020-10-13-16-04-45-769,-1564.342559,-2586.856552,15.990731,2.564152,-2.545151,0.016796,0.007830,0.000856,2.336251
2020-10-13-16-04-45-779,-1564.316916,-2586.882029,15.990856,2.562301,-2.545849,0.011529,0.007944,0.000895,2.336194
2020-10-13-16-04-45-789,-1564.291275,-2586.907498,15.990963,2.562141,-2.545969,0.008637,0.008326,0.000920,2.336145
2020-10-13-16-04-45-799,-1564.265579,-2586.932965,15.991181,2.564390,-2.544035,0.018281,0.008764,0.000965,2.336110
2020-10-13-16-04-45-809,-1564.239930,-2586.958401,15.991412,2.563750,-2.542114,0.024457,0.008687,0.001066,2.336072
2020-10-13-16-04-45-819,-1564.214296,-2586.983826,15.991651,2.561956,-2.540559,0.026148,0.008303,0.001245,2.336032
2020-10-13-16-04-45-829,-1564.188655,-2587.009258,15.991788,2.560476,-2.540595,0.015248,0.008167,0.001350,2.335987
2020-10-13-16-04-45-839,-1564.163046,-2587.034670,15.991943,2.559494,-2.540451,0.013726,0.008538,0.001438,2.335947
2020-10-13-16-04-45-849,-1564.137421,-2587.060088,15.992129,2.559201,-2.539083,0.017289,0.008995,0.001478,2.335905
2020-10-13-16-04-45-859,-1564.111841,-2587.085459,15.992408,2.557441,-2.536798,0.027369,0.009180,0.001561,2.335862
2020-10-13-16-04-45-869,-1564.086250,-2587.110820,15.992784,2.556534,-2.533866,0.038741,0.008941,0.001724,2.335819
2020-10-13-16-04-45-880,-1564.060633,-2587.136198,15.993064,2.557085,-2.534430,0.031729,0.008087,0.001930,2.335767
2020-10-13-16-04-45-890,-1564.035053,-2587.161568,15.993309,2.556654,-2.535758,0.024229,0.007960,0.002064,2.335728
2020-10-13-16-04-45-900,-1564.009472,-2587.186940,15.993495,2.555906,-2.535665,0.016832,0.008277,0.002083,2.335688
2020-10-13-16-04-45-910,-1563.983911,-2587.212294,15.993717,2.554749,-2.534742,0.018214,0.008946,0.002074,2.335655
2020-10-13-16-04-45-920,-1563.958317,-2587.237607,15.994171,2.555530,-2.529440,0.039577,0.009044,0.002114,2.335606
2020-10-13-16-04-45-930,-1563.932761,-2587.262905,15.994582,2.554154,-2.527245,0.044888,0.008409,0.002270,2.335553
2020-10-13-16-04-45-940,-1563.907226,-2587.288193,15.994935,2.552582,-2.526977,0.039410,0.007623,0.002457,2.335506
2020-10-13-16-04-45-950,-1563.881675,-2587.313513,15.995104,2.551523,-2.529242,0.018685,0.007890,0.002441,2.335451
2020-10-13-16-04-45-960,-1563.856130,-2587.338811,15.995304,2.552697,-2.528503,0.016021,0.008542,0.002430,2.335406
2020-10-13-16-04-45-970,-1563.830566,-2587.364090,15.995549,2.554318,-2.525756,0.021957,0.009027,0.002363,2.335357
2020-10-13-16-04-45-980,-1563.805022,-2587.389338,15.995881,2.553639,-2.522922,0.032450,0.008910,0.002354,2.335299
2020-10-13-16-04-45-990,-1563.779496,-2587.414563,15.996240,2.552005,-2.520575,0.038212,0.008192,0.002496,2.335256
2020-10-13-16-04-46-000,-1563.753953,-2587.439817,15.996359,2.551791,-2.522633,0.016755,0.007441,0.002548,2.335217
2020-10-13-16-04-46-009,-1563.728415,-2587.465070,15.996458,2.551265,-2.523151,0.006028,0.007789,0.002504,2.335175
2020-10-13-16-04-46-019,-1563.702903,-2587.490295,15.996556,2.550154,-2.522008,0.004596,0.008652,0.002365,2.335131
2020-10-13-16-04-46-029,-1563.677398,-2587.515477,15.996777,2.548940,-2.517541,0.016227,0.009264,0.002268,2.335076
2020-10-13-16-04-46-039,-1563.651794,-2587.540635,15.997120,2.547596,-2.513674,0.029969,0.008249,0.002397,2.335014
2020-10-13-16-04-46-049,-1563.626241,-2587.565782,15.997346,2.548195,-2.513963,0.025091,0.007622,0.002472,2.334961
2020-10-13-16-04-46-059,-1563.600684,-2587.590949,15.997476,2.548481,-2.515850,0.013695,0.007447,0.002477,2.334914
2020-10-13-16-04-46-069,-1563.575128,-2587.616128,15.997548,2.547852,-2.517090,0.004975,0.007954,0.002394,2.334879
2020-10-13-16-04-46-079,-1563.549537,-2587.641259,15.997786,2.546596,-2.512585,0.018461,0.008839,0.002254,2.334846
2020-10-13-16-04-46-089,-1563.523994,-2587.666383,15.998072,2.545802,-2.510274,0.030140,0.008777,0.002231,2.334808
2020-10-13-16-04-46-099,-1563.498469,-2587.691479,15.998405,2.545808,-2.509241,0.036806,0.008209,0.002316,2.334779
2020-10-13-16-04-46-109,-1563.472896,-2587.716592,15.998609,2.544854,-2.509894,0.023426,0.007687,0.002336,2.334751
2020-10-13-16-04-46-119,-1563.447383,-2587.741702,15.998814,2.542466,-2.509462,0.018228,0.007925,0.002298,2.334718
2020-10-13-16-04-46-130,-1563.421893,-2587.766784,15.999026,2.541087,-2.507706,0.018810,0.008415,0.002223,2.334687
2020-10-13-16-04-46-140,-1563.396403,-2587.791855,15.999313,2.540992,-2.506272,0.026710,0.008784,0.002172,2.334651
2020-10-13-16-04-46-150,-1563.370904,-2587.816913,15.999711,2.541920,-2.504726,0.039216,0.008663,0.002193,2.334616
2020-10-13-16-04-46-160,-1563.345367,-2587.841976,16.000055,2.541817,-2.505260,0.036501,0.007683,0.002272,2.334578
2020-10-13-16-04-46-170,-1563.319892,-2587.867043,16.000353,2.539922,-2.505754,0.030106,0.007430,0.002298,2.334550
2020-10-13-16-04-46-180,-1563.294426,-2587.892107,16.000598,2.538563,-2.505730,0.023332,0.007706,0.002270,2.334527
2020-10-13-16-04-46-190,-1563.268974,-2587.917152,16.000868,2.537899,-2.504637,0.023615,0.008293,0.002208,2.334500
2020-10-13-16-04-46-200,-1563.243474,-2587.942173,16.001315,2.537793,-2.501626,0.039950,0.008357,0.002205,2.334461
2020-10-13-16-04-46-210,-1563.218029,-2587.967188,16.001728,2.536812,-2.499908,0.043943,0.007870,0.002294,2.334424
2020-10-13-16-04-46-220,-1563.192600,-2587.992199,16.002101,2.535789,-2.499839,0.040152,0.007307,0.002406,2.334387
2020-10-13-16-04-46-230,-1563.167172,-2588.017219,16.002369,2.535263,-2.500745,0.028966,0.007064,0.002466,2.334351
2020-10-13-16-04-46-240,-1563.141713,-2588.042237,16.002606,2.534615,-2.500992,0.022894,0.007829,0.002411,2.334320
2020-10-13-16-04-46-250,-1563.116285,-2588.067245,16.002892,2.535096,-2.499700,0.026438,0.008145,0.002403,2.334292
2020-10-13-16-04-46-259,-1563.090881,-2588.092230,16.003232,2.534598,-2.498676,0.033059,0.008108,0.002420,2.334257
2020-10-13-16-04-46-269,-1563.065460,-2588.117237,16.003591,2.533878,-2.498394,0.036964,0.007716,0.002511,2.334237
2020-10-13-16-04-46-279,-1563.040021,-2588.142223,16.003822,2.532553,-2.497710,0.025291,0.007219,0.002590,2.334226
2020-10-13-16-04-46-289,-1563.014652,-2588.167190,16.004023,2.530494,-2.496582,0.017830,0.007296,0.002585,2.334198
2020-10-13-16-04-46-299,-1562.989290,-2588.192152,16.004199,2.528976,-2.495479,0.014389,0.007654,0.002571,2.334175
2020-10-13-16-04-46-309,-1562.963921,-2588.217124,16.004410,2.528266,-2.495140,0.017188,0.008010,0.002556,2.334147
2020-10-13-16-04-46-319,-1562.938516,-2588.242058,16.004699,2.529112,-2.493109,0.025409,0.007699,0.002627,2.334136
2020-10-13-16-04-46-329,-1562.913164,-2588.266994,16.004927,2.528394,-2.492504,0.023737,0.007348,0.002690,2.334121
2020-10-13-16-04-46-339,-1562.887823,-2588.291923,16.005101,2.527609,-2.492139,0.017744,0.007138,0.002721,2.334107
2020-10-13-16-04-46-349,-1562.862494,-2588.316863,16.005217,2.525737,-2.492503,0.010871,0.007200,0.002717,2.334106
2020-10-13-16-04-46-359,-1562.837129,-2588.341793,16.005380,2.525505,-2.492369,0.013349,0.007719,0.002632,2.334116
2020-10-13-16-04-46-369,-1562.811806,-2588.366708,16.005569,2.525057,-2.490261,0.018457,0.007849,0.002592,2.334119
2020-10-13-16-04-46-380,-1562.786506,-2588.391605,16.005812,2.523577,-2.488758,0.024813,0.007703,0.002571,2.334119
2020-10-13-16-04-46-390,-1562.761210,-2588.416500,16.006056,2.521818,-2.487348,0.026652,0.007272,0.002603,2.334123
2020-10-13-16-04-46-400,-1562.735904,-2588.441389,16.006176,2.519980,-2.488255,0.015135,0.007058,0.002559,2.334116
2020-10-13-16-04-46-410,-1562.710641,-2588.466280,16.006322,2.519203,-2.488489,0.012670,0.007374,0.002464,2.334107
2020-10-13-16-04-46-420,-1562.685380,-2588.491158,16.006507,2.519119,-2.487460,0.016338,0.007808,0.002355,2.334087
2020-10-13-16-04-46-430,-1562.660117,-2588.516015,16.006794,2.519945,-2.485655,0.026758,0.007990,0.002265,2.334067
2020-10-13-16-04-46-440,-1562.634828,-2588.540876,16.007124,2.518008,-2.484617,0.032564,0.007184,0.002305,2.334068
2020-10-13-16-04-46-450,-1562.609582,-2588.565737,16.007388,2.517494,-2.484728,0.028115,0.006836,0.002303,2.334054
2020-10-13-16-04-46-460,-1562.584341,-2588.590595,16.007599,2.517725,-2.485233,0.021319,0.006854,0.002248,2.334036
2020-10-13-16-04-46-470,-1562.559102,-2588.615449,16.007802,2.518093,-2.485429,0.018380,0.007225,0.002123,2.334012
2020-10-13-16-04-46-480,-1562.533840,-2588.640292,16.008128,2.515566,-2.483368,0.029107,0.007556,0.002002,2.333994
2020-10-13-16-04-46-490,-1562.508631,-2588.665115,16.008466,2.514272,-2.481254,0.035423,0.007371,0.001964,2.333973
2020-10-13-16-04-46-500,-1562.483418,-2588.689932,16.008816,2.514516,-2.480378,0.037394,0.006992,0.001947,2.333954
2020-10-13-16-04-46-509,-1562.458205,-2588.714752,16.009138,2.514967,-2.480671,0.034871,0.006722,0.001899,2.333923
2020-10-13-16-04-46-519,-1562.432968,-2588.739579,16.009421,2.513018,-2.481315,0.029851,0.006944,0.001795,2.333884
2020-10-13-16-04-46-529,-1562.407800,-2588.764376,16.009735,2.511412,-2.480192,0.030593,0.007035,0.001716,2.333855
2020-10-13-16-04-46-539,-1562.382624,-2588.789169,16.010058,2.511058,-2.478564,0.031781,0.007076,0.001632,2.333813
2020-10-13-16-04-46-549,-1562.357433,-2588.813973,16.010400,2.511533,-2.478250,0.033926,0.007022,0.001567,2.333771
2020-10-13-16-04-46-559,-1562.332216,-2588.838767,16.010744,2.511299,-2.478465,0.034099,0.006837,0.001496,2.333731
2020-10-13-16-04-46-569,-1562.307061,-2588.863550,16.011073,2.509830,-2.477862,0.032893,0.006707,0.001443,2.333701
2020-10-13-16-04-46-579,-1562.281910,-2588.888327,16.011378,2.508700,-2.476807,0.030262,0.006671,0.001402,2.333662
2020-10-13-16-04-46-589,-1562.256753,-2588.913093,16.011641,2.509205,-2.475833,0.025930,0.006675,0.001330,2.333613
2020-10-13-16-04-46-599,-1562.231559,-2588.937858,16.011907,2.509591,-2.475715,0.024763,0.006800,0.001255,2.333580
2020-10-13-16-04-46-609,-1562.206411,-2588.962607,16.012150,2.509422,-2.474441,0.023288,0.006845,0.001161,2.333541
2020-10-13-16-04-46-619,-1562.181275,-2588.987352,16.012394,2.508046,-2.473540,0.023236,0.006855,0.001095,2.333497
2020-10-13-16-04-46-630,-1562.156123,-2589.012096,16.012638,2.508395,-2.472681,0.023560,0.006809,0.001081,2.333456
2020-10-13-16-04-46-640,-1562.130931,-2589.036832,16.012809,2.508811,-2.472458,0.017051,0.006611,0.001033,2.333418
2020-10-13-16-04-46-650,-1562.105804,-2589.061557,16.012953,2.507714,-2.472259,0.012558,0.006655,0.000969,2.333388
2020-10-13-16-04-46-660,-1562.080681,-2589.086278,16.013062,2.506816,-2.471672,0.008855,0.006868,0.000859,2.333353
2020-10-13-16-04-46-670,-1562.055554,-2589.110990,16.013183,2.506868,-2.470659,0.009323,0.007173,0.000783,2.333317
2020-10-13-16-04-46-680,-1562.030387,-2589.135693,16.013377,2.506237,-2.469070,0.016230,0.007124,0.000733,2.333280
2020-10-13-16-04-46-690,-1562.005284,-2589.160383,16.013534,2.504643,-2.468015,0.016524,0.006934,0.000717,2.333245
2020-10-13-16-04-46-700,-1561.980193,-2589.185057,16.013654,2.503549,-2.466642,0.012699,0.006783,0.000669,2.333211
2020-10-13-16-04-46-710,-1561.955111,-2589.209742,16.013734,2.502244,-2.467012,0.007875,0.006868,0.000585,2.333166
2020-10-13-16-04-46-720,-1561.929989,-2589.234424,16.013876,2.502309,-2.467327,0.012360,0.007489,0.000461,2.333138
2020-10-13-16-04-46-730,-1561.904922,-2589.259086,16.014063,2.501512,-2.465792,0.019234,0.007660,0.000383,2.333107
2020-10-13-16-04-46-740,-1561.879851,-2589.283736,16.014301,2.501297,-2.463979,0.025520,0.007484,0.000380,2.333072
2020-10-13-16-04-46-750,-1561.854794,-2589.308385,16.014517,2.500041,-2.463114,0.024990,0.007043,0.000380,2.333047
2020-10-13-16-04-46-759,-1561.829707,-2589.333063,16.014614,2.499208,-2.466321,0.012806,0.007050,0.000325,2.333032
2020-10-13-16-04-46-769,-1561.804668,-2589.357726,16.014739,2.498506,-2.466179,0.010503,0.007504,0.000189,2.333013
2020-10-13-16-04-46-779,-1561.779639,-2589.382373,16.014927,2.497757,-2.464765,0.016472,0.007986,0.000084,2.332981
2020-10-13-16-04-46-789,-1561.754622,-2589.407000,16.015207,2.496693,-2.462540,0.026884,0.008106,0.000029,2.332956
2020-10-13-16-04-46-799,-1561.729561,-2589.431629,16.015475,2.495881,-2.461788,0.027481,0.007237,0.000073,2.332936
2020-10-13-16-04-46-809,-1561.704559,-2589.456274,16.015674,2.494695,-2.463404,0.020556,0.006979,0.000034,2.332915
2020-10-13-16-04-46-819,-1561.679571,-2589.480915,16.015806,2.493626,-2.464167,0.012326,0.007199,-0.000077,2.332900
2020-10-13-16-04-46-829,-1561.654599,-2589.505556,16.015938,2.492232,-2.464233,0.009989,0.007888,-0.000263,2.332885
2020-10-13-16-04-46-839,-1561.629590,-2589.530160,16.016288,2.491473,-2.460517,0.029668,0.008280,-0.000371,2.332878
2020-10-13-16-04-46-849,-1561.604626,-2589.554764,16.016615,2.490964,-2.458981,0.036116,0.007859,-0.000416,2.332853
2020-10-13-16-04-46-859,-1561.579681,-2589.579374,16.016906,2.489596,-2.459538,0.033121,0.007186,-0.000425,2.332834
2020-10-13-16-04-46-869,-1561.554742,-2589.604001,16.017100,2.488232,-2.461113,0.022534,0.006938,-0.000479,2.332813
2020-10-13-16-04-46-880,-1561.529767,-2589.628609,16.017232,2.488626,-2.461280,0.013833,0.007817,-0.000689,2.332792
2020-10-13-16-04-46-890,-1561.504842,-2589.653215,16.017444,2.487425,-2.460031,0.018920,0.008356,-0.000829,2.332773
2020-10-13-16-04-46-900,-1561.479916,-2589.677800,16.017735,2.487481,-2.457844,0.028510,0.008491,-0.000957,2.332749
2020-10-13-16-04-46-910,-1561.454994,-2589.702385,16.018059,2.486844,-2.456656,0.034390,0.008026,-0.001007,2.332724
2020-10-13-16-04-46-920,-1561.430046,-2589.726970,16.018252,2.486046,-2.457671,0.022699,0.007450,-0.001054,2.332705
2020-10-13-16-04-46-930,-1561.405156,-2589.751556,16.018422,2.484445,-2.458275,0.015422,0.007723,-0.001209,2.332686
2020-10-13-16-04-46-940,-1561.380278,-2589.776126,16.018605,2.483010,-2.457027,0.015211,0.008377,-0.001402,2.332654
2020-10-13-16-04-46-950,-1561.355338,-2589.800673,16.018929,2.483999,-2.453396,0.029656,0.008579,-0.001525,2.332626
2020-10-13-16-04-46-960,-1561.330454,-2589.825209,16.019236,2.483869,-2.451906,0.033242,0.008258,-0.001602,2.332598
2020-10-13-16-04-46-970,-1561.305578,-2589.849739,16.019506,2.483726,-2.452232,0.028941,0.007828,-0.001649,2.332578
